date,time,meal_name,food_name,grams
2026-03-05,08:00,08:00,basmati rizs,80.0
2026-03-05,08:00,08:00,csirkemell,75.0
2026-03-05,08:00,08:00,spenót,75.0
2026-03-05,08:00,08:00,egész zöldbab,75.0
2026-03-05,08:00,08:00,kék áfonya,50.0
2026-03-05,08:00,08:00,tojássárgája,17.0
2026-03-05,08:00,08:00,tökmagolaj,5.0
2026-03-05,12:00,12:00,hántolt köles,40.0
2026-03-05,12:00,12:00,basmati rizs,40.0
2026-03-05,12:00,12:00,sárgarépa,61.0
2026-03-05,12:00,12:00,sütőtök,100.0
2026-03-05,12:00,12:00,édeskömény,50.0
2026-03-05,12:00,12:00,csirkemell,100.0
2026-03-05,12:00,12:00,olívaolaj,10.0
2026-03-05,14:00,14:00,málna,30.0
2026-03-05,14:00,14:00,banán,77.0
2026-03-05,14:00,14:00,mandulavaj,5.0
2026-03-05,14:00,14:00,puffasztott kukorica,24.0
2026-03-05,14:00,14:00,olívaolaj,5.0
2026-03-05,16:30,16:30,banán,80.0
2026-03-05,16:30,16:30,eper,60.0
2026-03-05,16:30,16:30,zabpehely,35.0
2026-03-05,16:30,16:30,bio tejrizs,45.0
2026-03-05,16:30,16:30,mandulavaj,15.0
2026-03-05,16:30,16:30,dió,5.0
2026-03-05,19:00,19:00,sárgaburgonya,250.0
2026-03-05,19:00,19:00,sárgarépa,100.0
2026-03-05,19:00,19:00,egész zöldbab,75.0
2026-03-05,19:00,19:00,ponty filé,110.0
2026-03-05,19:00,19:00,tojássárgája,17.0
2026-03-05,19:00,19:00,olívaolaj,3.0
2026-03-05,10:30,10:30,basmati rizs,80.0
2026-03-05,10:30,10:30,csirkemell,75.0
2026-03-05,10:30,10:30,spenót,75.0
2026-03-05,10:30,10:30,egész zöldbab,75.0
2026-03-05,10:30,10:30,kék áfonya,50.0
2026-03-05,10:30,10:30,tojássárgája,17.0
2026-03-05,10:30,10:30,tökmagolaj,5.0
2026-03-05,13:30,13:30,hántolt köles,40.0
2026-03-05,13:30,13:30,basmati rizs,40.0
2026-03-05,13:30,13:30,sárgarépa,61.0
2026-03-05,13:30,13:30,sütőtök,100.0
2026-03-05,13:30,13:30,édeskömény,50.0
2026-03-05,13:30,13:30,csirkemell,100.0
2026-03-05,13:30,13:30,olívaolaj,10.0
2026-03-05,13:30,13:30,rukkola,10.0
2026-03-05,17:00,17:00,banán,80.0
2026-03-05,17:00,17:00,eper,60.0
2026-03-05,17:00,17:00,zabpehely,35.0
2026-03-05,17:00,17:00,bio tejrizs,45.0
2026-03-05,17:00,17:00,mandulavaj,20.0
2026-03-05,17:00,17:00,dió,5.0
2026-03-05,20:10,20:10,sárgaburgonya,300.0
2026-03-05,20:10,20:10,sárgarépa,100.0
2026-03-05,20:10,20:10,cukkini,100.0
2026-03-05,20:10,20:10,egész zöldbab,50.0
2026-03-05,20:10,20:10,csirkemell,75.0
2026-03-05,20:10,20:10,tojássárgája,17.0
2026-03-05,20:10,20:10,olívaolaj,8.0
2026-03-05,08:30,08:30,basmati rizs,80.0
2026-03-05,08:30,08:30,csirkemell,78.0
2026-03-05,08:30,08:30,spenót,75.0
2026-03-05,08:30,08:30,egész zöldbab,75.0
2026-03-05,08:30,08:30,kék áfonya,50.0
2026-03-05,08:30,08:30,tojássárgája,17.0
2026-03-05,08:30,08:30,tökmagolaj,8.0
2026-03-05,12:00,12:00,hántolt köles,40.0
2026-03-05,12:00,12:00,basmati rizs,40.0
2026-03-05,12:00,12:00,sárgarépa,61.0
2026-03-05,12:00,12:00,sütőtök,100.0
2026-03-05,12:00,12:00,édeskömény,50.0
2026-03-05,12:00,12:00,csirkemell,100.0
2026-03-05,12:00,12:00,olívaolaj,10.0
2026-03-05,12:00,12:00,rukkola,10.0
2026-03-05,15:15,15:15,banán,103.0
2026-03-05,15:15,15:15,eper,70.0
2026-03-05,15:15,15:15,zabpehely,40.0
2026-03-05,15:15,15:15,bio tejrizs,40.0
2026-03-05,15:15,15:15,kiwi,30.0
2026-03-05,15:15,15:15,mandulavaj,15.0
2026-03-05,15:15,15:15,dió,7.0
2026-03-05,19:00,19:00,sárgaburgonya,200.0
2026-03-05,19:00,19:00,basmati rizs,30.0
2026-03-05,19:00,19:00,sárgarépa,100.0
2026-03-05,19:00,19:00,cukkini,100.0
2026-03-05,19:00,19:00,csirkemell,75.0
2026-03-05,19:00,19:00,tojássárgája,17.0
2026-03-05,19:00,19:00,olívaolaj,6.0
2026-03-05,08:30,08:30,basmati rizs,80.0
2026-03-05,08:30,08:30,csirkemell,75.0
2026-03-05,08:30,08:30,rukkola,10.0
2026-03-05,08:30,08:30,cukkini,90.0
2026-03-05,08:30,08:30,kék áfonya,70.0
2026-03-05,08:30,08:30,tojássárgája,17.0
2026-03-05,08:30,08:30,tökmagolaj,8.0
2026-03-05,12:00,12:00,hántolt köles,40.0
2026-03-05,12:00,12:00,basmati rizs,40.0
2026-03-05,12:00,12:00,csirkemell,90.0
2026-03-05,12:00,12:00,tojássárgája,17.0
2026-03-05,12:00,12:00,cukkini,90.0
2026-03-05,12:00,12:00,sütőtök,100.0
2026-03-05,12:00,12:00,spenót,50.0
2026-03-05,12:00,12:00,lenmagolaj,8.0
2026-03-05,16:00,16:00,banán,76.0
2026-03-05,16:00,16:00,eper,90.0
2026-03-05,16:00,16:00,zabpehely,50.0
2026-03-05,16:00,16:00,bio tejrizs,30.0
2026-03-05,16:00,16:00,kiwi,58.0
2026-03-05,16:00,16:00,mandulavaj,20.0
2026-03-05,16:00,16:00,dió,7.0
2026-03-05,19:20,19:20,sárgaburgonya,250.0
2026-03-05,19:20,19:20,basmati rizs,30.0
2026-03-05,19:20,19:20,tofu,50.0
2026-03-05,19:20,19:20,sárgarépa,100.0
2026-03-05,19:20,19:20,cukkini,80.0
2026-03-05,19:20,19:20,tojássárgája,17.0
2026-03-05,19:20,19:20,olívaolaj,8.0
2026-03-13,08:30,08:30,basmati rizs,70.0
2026-03-13,08:30,08:30,tofu,130.0
2026-03-13,08:30,08:30,tojássárgája,17.0
2026-03-13,08:30,08:30,sárgarépa,80.0
2026-03-13,08:30,08:30,kék áfonya,50.0
2026-03-13,08:30,08:30,olívaolaj,10.0
2026-03-13,12:30,12:30,basmati rizs,90.0
2026-03-13,12:30,12:30,ponty filé,159.0
2026-03-13,12:30,12:30,spenót,44.0
2026-03-13,12:30,12:30,rukkola,10.0
2026-03-13,12:30,12:30,dió,10.0
2026-03-13,12:30,12:30,olívaolaj,8.0
2026-03-13,16:00,16:00,jázmin rizs,50.0
2026-03-13,16:00,16:00,zabpehely,25.0
2026-03-13,16:00,16:00,eper,60.0
2026-03-13,16:00,16:00,mandulavaj,25.0
2026-03-13,16:00,16:00,90% étcsoki,9.0
2026-03-13,16:00,16:00,juharszirup,16.0
2026-03-13,19:30,19:30,sárgaburgonya,250.0
2026-03-13,19:30,19:30,tofu,100.0
2026-03-13,19:30,19:30,tojássárgája,32.0
2026-03-13,19:30,19:30,cukkini,50.0
2026-03-13,19:30,19:30,olívaolaj,5.0
2026-03-14,08:00,08:00,basmati rizs,80.0
2026-03-14,08:00,08:00,tofu,100.0
2026-03-14,08:00,08:00,tojás,53.0
2026-03-14,08:00,08:00,sárgarépa,80.0
2026-03-14,08:00,08:00,kék áfonya,30.0
2026-03-14,08:00,08:00,olívaolaj,10.0
2026-03-14,12:00,12:00,jázmin rizs,90.0
2026-03-14,12:00,12:00,ponty filé,159.0
2026-03-14,12:00,12:00,spenót,63.0
2026-03-14,12:00,12:00,dió,11.0
2026-03-14,12:00,12:00,olívaolaj,8.0
2026-03-14,16:00,16:00,jázmin rizs,50.0
2026-03-14,16:00,16:00,zabpehely,28.0
2026-03-14,16:00,16:00,eper,60.0
2026-03-14,16:00,16:00,mandulavaj,25.0
2026-03-14,16:00,16:00,90% étcsoki,10.0
2026-03-14,16:00,16:00,juharszirup,20.0
2026-03-14,19:30,19:30,sárgaburgonya,266.0
2026-03-14,19:30,19:30,tofu,100.0
2026-03-14,19:30,19:30,tojás,53.0
2026-03-14,19:30,19:30,cukkini,65.0
2026-03-14,19:30,19:30,juharszirup,22.0
2026-03-14,19:30,19:30,olívaolaj,5.0
2026-03-15,08:00,08:00,zabpehely,60.0
2026-03-15,08:00,08:00,tojás,53.0
2026-03-15,08:00,08:00,banán,70.0
2026-03-15,08:00,08:00,mandulavaj,15.0
2026-03-15,08:00,08:00,kék áfonya,60.0
2026-03-15,08:00,08:00,juharszirup,13.0
2026-03-15,12:00,12:00,basmati rizs,90.0
2026-03-15,12:00,12:00,ponty filé,159.0
2026-03-15,12:00,12:00,spenót,63.0
2026-03-15,12:00,12:00,dió,11.0
2026-03-15,12:00,12:00,olívaolaj,8.0
2026-03-15,16:00,16:00,jázmin rizs,80.0
2026-03-15,16:00,16:00,csirkemell,100.0
2026-03-15,16:00,16:00,tojás,53.0
2026-03-15,16:00,16:00,sárgarépa,80.0
2026-03-15,16:00,16:00,olívaolaj,5.0
2026-03-15,19:30,19:30,sárgaburgonya,266.0
2026-03-15,19:30,19:30,tofu,100.0
2026-03-15,19:30,19:30,tojás,53.0
2026-03-15,19:30,19:30,cukkini,65.0
2026-03-15,19:30,19:30,juharszirup,22.0
2026-03-15,19:30,19:30,olívaolaj,5.0
2026-03-15,07:00,07:00,zabpehely,65.0
2026-03-15,07:00,07:00,tojás,106.0
2026-03-15,07:00,07:00,banán,118.0
2026-03-15,07:00,07:00,kék áfonya,70.0
2026-03-15,10:00,10:00,puffasztott hajdinatallér,18.0
2026-03-15,10:00,10:00,mandulavaj,20.0
2026-03-15,10:00,10:00,eper,50.0
2026-03-15,12:00,12:00,basmati rizs,90.0
2026-03-15,12:00,12:00,csirkemell,100.0
2026-03-15,12:00,12:00,spenót,63.0
2026-03-15,12:00,12:00,petrezselyemgyökér,50.0
2026-03-15,12:00,12:00,olívaolaj,8.0
2026-03-15,15:00,15:00,jázmin rizs,40.0
2026-03-15,15:00,15:00,csirkemell,100.0
2026-03-15,15:00,15:00,sárgarépa,80.0
2026-03-15,15:00,15:00,olívaolaj,5.0
2026-03-15,18:30,18:30,sárgaburgonya,300.0
2026-03-15,18:30,18:30,tofu,100.0
2026-03-15,18:30,18:30,tojás,53.0
2026-03-15,18:30,18:30,cukkini,65.0
2026-03-15,18:30,18:30,olívaolaj,5.0
2026-03-17,08:00,08:00,olívaolaj,8.0
2026-03-17,08:00,08:00,petrezselyemgyökér,50.0
2026-03-17,08:00,08:00,spenót,60.0
2026-03-17,08:00,08:00,basmati rizs,70.0
2026-03-17,08:00,08:00,kék áfonya,60.0
2026-03-17,08:00,08:00,tojás,159.0
2026-03-17,12:00,12:00,olívaolaj,5.0
2026-03-17,12:00,12:00,tofu,110.0
2026-03-17,12:00,12:00,dió,10.0
2026-03-17,12:00,12:00,egész zöldbab,75.0
2026-03-17,12:00,12:00,sárgarépa,150.0
2026-03-17,12:00,12:00,basmati rizs,90.0
2026-03-17,17:00,17:00,eper,60.0
2026-03-17,17:00,17:00,jázmin rizs,70.0
2026-03-17,17:00,17:00,csirkemell,100.0
2026-03-17,17:00,17:00,juharszirup,15.0
2026-03-17,20:00,20:00,tofu,130.0
2026-03-17,20:00,20:00,cukkini,100.0
2026-03-17,20:00,20:00,sárgaburgonya,250.0
2026-03-17,20:00,20:00,olívaolaj,8.0
2026-03-18,08:00,08:00,olívaolaj,8.0
2026-03-18,08:00,08:00,spenót,60.0
2026-03-18,08:00,08:00,basmati rizs,50.0
2026-03-18,08:00,08:00,kék áfonya,60.0
2026-03-18,08:00,08:00,tojás,159.0
2026-03-18,08:00,08:00,cukkini,125.0
2026-03-18,10:00,10:00,vegán kókuszgurt,200.0
2026-03-18,10:00,10:00,juharszirup,10.0
2026-03-18,10:00,10:00,kiwi,50.0
2026-03-18,10:00,10:00,mandulavaj,18.0
2026-03-18,12:00,12:00,olívaolaj,5.0
2026-03-18,12:00,12:00,tofu,150.0
2026-03-18,12:00,12:00,basmati rizs,90.0
2026-03-18,12:00,12:00,sárgarépa,78.0
2026-03-18,17:00,17:00,eper,60.0
2026-03-18,17:00,17:00,jázmin rizs,90.0
2026-03-18,17:00,17:00,csirkemell,150.0
2026-03-18,17:00,17:00,juharszirup,15.0
2026-03-18,20:00,20:00,tofu,130.0
2026-03-18,20:00,20:00,cukkini,100.0
2026-03-18,20:00,20:00,egész zöldbab,75.0
2026-03-18,20:00,20:00,sárgaburgonya,250.0
2026-03-18,20:00,20:00,olívaolaj,8.0
2026-03-18,20:00,20:00,90% étcsoki,20.0
2026-03-19,08:00,08:00,olívaolaj,8.0
2026-03-19,08:00,08:00,spenót,60.0
2026-03-19,08:00,08:00,basmati rizs,50.0
2026-03-19,08:00,08:00,sárgarépa,100.0
2026-03-19,08:00,08:00,tojás,159.0
2026-03-19,10:00,10:00,dió,10.0
2026-03-19,10:00,10:00,puffasztott hajdinatallér,27.0
2026-03-19,10:00,10:00,juharszirup,10.0
2026-03-19,10:00,10:00,banán,116.0
2026-03-19,12:00,12:00,olívaolaj,5.0
2026-03-19,12:00,12:00,csirkemell,130.0
2026-03-19,12:00,12:00,basmati rizs,80.0
2026-03-19,12:00,12:00,cukkini,100.0
2026-03-19,17:00,17:00,eper,60.0
2026-03-19,17:00,17:00,jázmin rizs,90.0
2026-03-19,17:00,17:00,csirkemell,150.0
2026-03-19,17:00,17:00,juharszirup,15.0
2026-03-19,20:00,20:00,tofu,130.0
2026-03-19,20:00,20:00,cukkini,100.0
2026-03-19,20:00,20:00,egész zöldbab,75.0
2026-03-19,20:00,20:00,sárgaburgonya,250.0
2026-03-19,20:00,20:00,olívaolaj,8.0
2026-03-19,20:00,20:00,90% étcsoki,20.0
2026-03-20,08:00,08:00,olívaolaj,8.0
2026-03-20,08:00,08:00,spenót,60.0
2026-03-20,08:00,08:00,basmati rizs,50.0
2026-03-20,08:00,08:00,sárgarépa,100.0
2026-03-20,08:00,08:00,tojás,159.0
2026-03-20,10:00,10:00,dió,10.0
2026-03-20,10:00,10:00,puffasztott hajdinatallér,27.0
2026-03-20,10:00,10:00,juharszirup,10.0
2026-03-20,10:00,10:00,banán,116.0
2026-03-20,12:00,12:00,olívaolaj,5.0
2026-03-20,12:00,12:00,csirkemell,130.0
2026-03-20,12:00,12:00,basmati rizs,80.0
2026-03-20,12:00,12:00,cukkini,100.0
2026-03-20,17:00,17:00,eper,80.0
2026-03-20,17:00,17:00,jázmin rizs,60.0
2026-03-20,17:00,17:00,tojás,159.0
2026-03-20,20:00,20:00,hal,130.0
2026-03-20,20:00,20:00,cukkini,50.0
2026-03-20,20:00,20:00,sárgarépa,50.0
2026-03-20,20:00,20:00,sárgaburgonya,268.0
2026-03-20,20:00,20:00,olívaolaj,8.0
2026-03-20,20:00,20:00,90% étcsoki,20.0
2026-03-21,08:00,08:00,olívaolaj,8.0
2026-03-21,08:00,08:00,spenót,60.0
2026-03-21,08:00,08:00,basmati rizs,50.0
2026-03-21,08:00,08:00,sárgarépa,100.0
2026-03-21,08:00,08:00,tojás,159.0
2026-03-21,10:00,10:00,dió,10.0
2026-03-21,10:00,10:00,puffasztott hajdinatallér,27.0
2026-03-21,10:00,10:00,juharszirup,10.0
2026-03-21,10:00,10:00,banán,116.0
2026-03-21,12:00,12:00,olívaolaj,5.0
2026-03-21,12:00,12:00,csirkemell,130.0
2026-03-21,12:00,12:00,basmati rizs,80.0
2026-03-21,12:00,12:00,cukkini,100.0
2026-03-21,17:00,17:00,eper,80.0
2026-03-21,17:00,17:00,jázmin rizs,60.0
2026-03-21,17:00,17:00,tojás,159.0
2026-03-21,17:00,17:00,juharszirup,20.0
2026-03-21,17:00,17:00,csirkemell,130.0
2026-03-21,17:00,17:00,puffasztott rizs,45.0
2026-03-21,20:00,20:00,tojás,159.0
2026-03-21,20:00,20:00,sárgarépa,100.0
2026-03-21,20:00,20:00,sárgaburgonya,300.0
2026-03-22,08:00,08:00,basmati rizs,60.0
2026-03-22,08:00,08:00,tojás,159.0
2026-03-22,08:00,08:00,kék áfonya,60.0
2026-03-22,08:00,08:00,juharszirup,20.0
2026-03-22,10:00,10:00,banán,118.0
2026-03-22,10:00,10:00,puffasztott rizs,36.0
2026-03-22,10:00,10:00,juharszirup,15.0
2026-03-22,12:30,12:30,basmati rizs,70.0
2026-03-22,12:30,12:30,csirkemell,150.0
2026-03-22,12:30,12:30,sárgarépa,100.0
2026-03-22,12:30,12:30,juharszirup,15.0
2026-03-22,12:30,12:30,olívaolaj,3.0
2026-03-22,14:30,14:30,puffasztott rizs,9.0
2026-03-22,14:30,14:30,banán,118.0
2026-03-22,18:00,18:00,jázmin rizs,90.0
2026-03-22,18:00,18:00,csirkemell,100.0
2026-03-22,18:00,18:00,juharszirup,15.0
2026-03-22,18:00,18:00,banán,118.0
2026-03-22,20:00,20:00,sárgaburgonya,300.0
2026-03-22,20:00,20:00,lazac filé,130.0
2026-03-22,20:00,20:00,sárgarépa,100.0
2026-03-22,20:00,20:00,olívaolaj,10.0
2026-03-23,08:00,08:00,basmati rizs,70.0
2026-03-23,08:00,08:00,tojás,159.0
2026-03-23,08:00,08:00,spenót,26.0
2026-03-23,08:00,08:00,olívaolaj,7.5
2026-03-23,08:00,08:00,kék áfonya,60.0
2026-03-23,10:00,10:00,laktózmentes kefir,75.0
2026-03-23,10:00,10:00,dió,20.0
2026-03-23,10:00,10:00,juharszirup,15.0
2026-03-23,10:00,10:00,banán,118.0
2026-03-23,12:30,12:30,basmati rizs,90.0
2026-03-23,12:30,12:30,csirkemell,150.0
2026-03-23,12:30,12:30,sárgarépa,110.0
2026-03-23,12:30,12:30,juharszirup,15.0
2026-03-23,12:30,12:30,olívaolaj,13.0
2026-03-23,14:30,14:30,banán,118.0
2026-03-23,17:00,17:00,jázmin rizs,70.0
2026-03-23,17:00,17:00,csirkemell,100.0
2026-03-23,17:00,17:00,banán,118.0
2026-03-23,20:00,20:00,sárgaburgonya,300.0
2026-03-23,20:00,20:00,csirkemell,100.0
2026-03-23,20:00,20:00,cukkini,150.0
2026-03-23,20:00,20:00,olívaolaj,10.0
2026-03-24,08:00,08:00,basmati rizs,70.0
2026-03-24,08:00,08:00,csirkemell,80.0
2026-03-24,08:00,08:00,cukkini,100.0
2026-03-24,08:00,08:00,olívaolaj,15.0
2026-03-24,08:00,08:00,kék áfonya,50.0
2026-03-24,10:30,10:30,zabpehely,40.0
2026-03-24,10:30,10:30,kókusztej,28.0
2026-03-24,10:30,10:30,alma,100.0
2026-03-24,10:30,10:30,juharszirup,15.0
2026-03-24,14:00,14:00,basmati rizs,100.0
2026-03-24,14:00,14:00,csirkemell,90.0
2026-03-24,14:00,14:00,sárgarépa,120.0
2026-03-24,14:00,14:00,olívaolaj,15.0
2026-03-24,17:00,17:00,jázmin rizs,70.0
2026-03-24,17:00,17:00,csirkemell,90.0
2026-03-24,17:00,17:00,juharszirup,15.0
2026-03-24,17:00,17:00,kókuszreszelék,9.0
2026-03-24,20:00,20:00,sárgaburgonya,300.0
2026-03-24,20:00,20:00,csirkemell,56.0
2026-03-24,20:00,20:00,sárgarépa,110.0
2026-03-24,20:00,20:00,olívaolaj,17.0
2026-03-24,20:00,20:00,puffasztott hajdinatallér,36.0
2026-03-25,08:00,08:00,basmati rizs,70.0
2026-03-25,08:00,08:00,csirkemell,100.0
2026-03-25,08:00,08:00,sárgarépa,120.0
2026-03-25,08:00,08:00,olívaolaj,16.5
2026-03-25,10:30,10:30,puffasztott hajdinatallér,36.0
2026-03-25,10:30,10:30,olívaolaj,13.5
2026-03-25,12:00,12:00,sárgaburgonya,300.0
2026-03-25,12:00,12:00,csirkecomb,250.0
2026-03-25,12:00,12:00,sárgarépa,100.0
2026-03-25,12:00,12:00,olívaolaj,7.5
2026-03-25,14:00,14:00,puffasztott rizs,27.0
2026-03-25,17:00,17:00,jázmin rizs,80.0
2026-03-25,17:00,17:00,csirkemell,100.0
2026-03-25,17:00,17:00,kék áfonya,35.0
2026-03-25,20:00,20:00,sárgaburgonya,300.0
2026-03-25,20:00,20:00,csirkemell,50.0
2026-03-25,20:00,20:00,sárgarépa,50.0
2026-03-25,20:00,20:00,olívaolaj,17.0
2026-03-25,20:00,20:00,puffasztott rizs,27.0
2026-03-26,08:00,08:00,basmati rizs,70.0
2026-03-26,08:00,08:00,csirkemell,100.0
2026-03-26,08:00,08:00,sárgarépa,120.0
2026-03-26,08:00,08:00,olívaolaj,13.0
2026-03-26,10:30,10:30,puffasztott rizs,36.0
2026-03-26,10:30,10:30,olívaolaj,12.0
2026-03-26,10:30,10:30,zabpehely,10.0
2026-03-26,10:30,10:30,juharszirup,11.5
2026-03-26,12:00,12:00,basmati rizs,90.0
2026-03-26,12:00,12:00,csirkecomb,250.0
2026-03-26,12:00,12:00,sárgarépa,100.0
2026-03-26,12:00,12:00,olívaolaj,5.0
2026-03-26,15:00,15:00,jázmin rizs,90.0
2026-03-26,15:00,15:00,csirkemell,89.0
2026-03-26,15:00,15:00,kék áfonya,30.0
2026-03-26,15:00,15:00,olívaolaj,8.0
2026-03-26,18:40,18:40,puffasztott rizs,9.0
2026-03-26,18:40,18:40,puffasztott hajdinatallér,9.0
2026-03-26,19:00,19:00,sárgaburgonya,300.0
2026-03-26,19:00,19:00,csirkemell,120.0
2026-03-26,19:00,19:00,cukkini,100.0
2026-03-26,19:00,19:00,olívaolaj,8.0
2026-03-26,19:00,19:00,puffasztott rizs,18.0
2026-03-27,08:00,08:00,basmati rizs,70.0
2026-03-27,08:00,08:00,csirkemell,100.0
2026-03-27,08:00,08:00,sárgarépa,100.0
2026-03-27,08:00,08:00,olívaolaj,13.0
2026-03-27,10:30,10:30,sárgaburgonya,200.0
2026-03-27,10:30,10:30,cukkini,100.0
2026-03-27,10:30,10:30,olívaolaj,10.0
2026-03-27,13:00,13:00,basmati rizs,90.0
2026-03-27,13:00,13:00,csirkemell,100.0
2026-03-27,13:00,13:00,sárgarépa,100.0
2026-03-27,13:00,13:00,olívaolaj,15.0
2026-03-27,16:00,16:00,jázmin rizs,81.5
2026-03-27,16:00,16:00,csirkemell,100.0
2026-03-27,16:00,16:00,olívaolaj,10.0
2026-03-27,18:30,18:30,puffasztott rizs,54.0
2026-03-27,18:30,18:30,olívaolaj,12.0
2026-03-27,21:00,21:00,sárgaburgonya,300.0
2026-03-27,21:00,21:00,alaszkai tőkehalfilé,180.0
2026-03-27,21:00,21:00,cukkini,125.0
2026-03-27,21:00,21:00,olívaolaj,8.0
2026-03-28,07:20,07:20,basmati rizs,90.0
2026-03-28,07:20,07:20,csirkemell,130.0
2026-03-28,07:20,07:20,sárgarépa,100.0
2026-03-28,07:20,07:20,olívaolaj,16.0
2026-03-28,12:00,12:00,basmati rizs,100.0
2026-03-28,12:00,12:00,alaszkai tőkehalfilé,218.0
2026-03-28,12:00,12:00,cukkini,100.0
2026-03-28,12:00,12:00,olívaolaj,15.0
2026-03-28,15:00,15:00,jázmin rizs,75.0
2026-03-28,15:00,15:00,csirkemell,100.0
2026-03-28,15:00,15:00,olívaolaj,10.0
2026-03-28,18:00,18:00,puffasztott rizs,45.0
2026-03-28,18:00,18:00,olívaolaj,10.0
2026-03-28,20:00,20:00,sárgaburgonya,300.0
2026-03-28,20:00,20:00,csirkemell,100.0
2026-03-28,20:00,20:00,cukkini,125.0
2026-03-28,20:00,20:00,olívaolaj,8.0
2026-03-29,07:20,07:20,sárgaburgonya,300.0
2026-03-29,07:20,07:20,csirkemell,100.0
2026-03-29,07:20,07:20,puffasztott hajdinatallér,27.0
2026-03-29,07:20,07:20,olívaolaj,16.0
2026-03-29,10:00,10:00,basmati rizs,70.0
2026-03-29,10:00,10:00,csirkemell,100.0
2026-03-29,10:00,10:00,cukkini,50.0
2026-03-29,10:00,10:00,olívaolaj,15.0
2026-03-29,14:20,14:20,puffasztott rizs,18.0
